2023                                                                         2023-02-07;Code-0233BB;0.0;0.0;NNG VENTURA BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233BC;0.0;0.3;NWP SUMAS BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233BL;2185;1061;PANHANDLE BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233C1;2.6;0.0;SONAT - TIER 1 POOL (ZONE 0) - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233CG;0.0;0.0;TETCO M3 INDEX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233CH;1007;6188;TETCO M3 BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233CM;1.3;0.0;TGT ZONE 1 BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233CS;4.3;0.0;TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233CU;1.4;0.0;TRANSCO ZONE 6 BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233CV;0.0;0.0;TRANSCO ZONE 6 MONTHLY INDEX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233CW;8.0;0.0;TRANSCO STATION 85-ZONE 4 BASI - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233D4;0.0;5.9;WAHA INDEX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233DR;0.0;0.7;TETCO M2 Basis (Receipts) - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233DT;911;4733;TRANSCO LEIDY BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233DW;1.9;0.0;TETCO M2 Index (Receipts) - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233EB;15253;12341;REX ZONE 3 BASIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233ED;430;224;REX ZONE 3 INDEX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0233FJ;1.8;0.0;Transco Zone 5 South Basis - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-023651;224444;294781;NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-02365U;58674;40750;EUR STYLE NATURAL GAS OPTIONS - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-023A55;37565;3201;HENRY HUB LAST DAY FIN - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-023A56;21654;27436;HENRY HUB PENULTIMATE FIN - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-023A84;1000;7790;NATURAL GAS CAL SPREAD OPT FIN - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-03565B;1.3;0.0;HENRY HUB - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-03565C;961;8111;HENRY HUB PENULTIMATE NAT GAS - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-066393;0.0;0.0;PROPANE ARGUS FAR EAST MINI - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-066413;0.0;0.0;ARGUS FAR EAST PROPANE - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-066416;0.0;1.2;ETHANE, MT. BELV-ENTERPRISE - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06641A;0.0;0.0;NAT GASLNE OPIS MT B NONTET FP - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06641D;0.2;0.0;BUTANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06641E;0.0;0.0;PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06641F;0.0;0.0;PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06641G;60;905;PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06641H;0.0;0.0;PROPANE ARGUS SAUDI CP FP - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06665B;0.0;0.0;ARGUS PROPANE FAR EAST INDEX - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-06665G;0.0;0.0;PROPANE NON-LDH MT BEL - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-06665O;378;4020;PROPANE - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-06665P;2792;2604;MT BELVIEU ETHANE OPIS - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-06665Q;495;509;MT BELV NORM BUTANE OPIS - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-06665R;60.5;46.8;MT BELV NAT GASOLINE OPIS - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-06665T;0.0;0.0;CONWAY PROPANE (OPIS) - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-06665W;0.0;0.0;MT BELVIEU LDH PROPANE BALMO - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-064391;471;168;MID-C DAY-AHEAD PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-064392;9.3;0.0;MID-C DAY-AHEAD OFF-PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-064394;17510;5639;PJM WESTERN HUB RT OFF - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-064395;810;6295;SP15 FIN DA PEAK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-064396;782;7054;CAISO SP-15 DA OFF-PK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439A;0.0;5.1;PJM AEP DAYTON RT OFF-PK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439B;0.0;12.4;PJM AEP DAYTON RT PEAK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439C;0.0;0.0;PJM AEP DAYTON HUB DA OFF-PK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439F;0.0;0.0;PJM AEP DAYTON DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439K;66.8;72.3;MISO INDIANA OFF-PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439L;0.0;0.0;MISO IN. REAL-TIME OFF-PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439N;390;8100;ERCOT HOUSTON 345KV RT PK FIX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439Q;251;8100;ERCOT Houston 345KV RT OFF FIX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439R;19927;1161;ERCOT NORTH 345KV RT PK FIX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439S;0.0;0.0;ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439U;0.0;0.0;ERCOT-SOUTH MONTHLY OFFPEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439V;0.0;17.3;ERCOT WEST 345KV RT PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-06439W;0.0;18.7;ERCOT WEST 345K RT OFF-PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643A8;14012;251;ERCOT - NORTH MONTHLY OFF-PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643AZ;0.2;0.0;MISO IN. DAY-AHEAD PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643B3;2.1;0.0;MISO INDIANA HUB RT PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BC;0.0;0.0;PJM N. IL HUB DA OFF-PK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BE;0.0;0.8;PJM N. IL HUB DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BF;180;1510;ISO NE MASS HUB DA OFF-PK FIXD - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BG;121;1514;ISO NE MASS HUB DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BM;0.0;2.8;CAISO NP-15 PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BR;0.0;5.1;CAISO NP-15 DA OFF-PK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BS;2.8;0.0;PJM NI HUB RT OFF-PK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BT;115;1223;PJM N. IL HUB RT PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BW;2.3;0.0;NYISO ZONE J DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BX;0.0;2.7;NYISO ZONE J DA OFF-PK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BY;538;73;NYISO ZONE A DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643BZ;26;57;NYISO ZONE A DA OFF-PK FIX PR - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643C3;0.0;8.3;NYISO ZONE G DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643C4;742;278;NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643CB;1.9;0.0;PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643CC;0.0;2.6;PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643D7;0.0;0.2;PJM PPL ZONE DA OFF-PEAK FIXED - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643D8;0.0;0.2;PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643DB;25;1850;PJM WESTERN HUB DA OFF-PK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643DC;552;2024;PJM WESTERN HUB DA PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643DF;26273;9157;PJM WESTERN HUB RT PEAK MINI - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643DL;0.4;0.0;PJM PSEG DAY-AHEAD PEAK - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643DM;0.6;0.0;PJM PSEG DA OFF-PK FIXED PRICE - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643IB;383;325;ERCOT N 345KV REAL T PK DALY M - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643ID;929;3989;ERCOT N 345KV REAL T PK 2x16 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0643IK;2490;8215;ERCOT North 345KV Hub RT 7x8 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-064AAA;78.0;79.2;ISONE.H.INTERNAL_HUB_mo_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064AAB;0.0;0.0;ISONE.H.INTERNAL_HB_mo_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064CXO;1158;4845;NYISO.HUD VL_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064CXP;0.0;20.9;NYISO.HUD VL_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064DLW;0.0;1.3;PJM.AEP-DAYTON HUB_mo_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064DLX;0.0;1.0;PJM.AEP-DAYTON HUB_mo_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064DPQ;0.0;7.9;PJM.BGE_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064DPR;0.0;8.2;PJM.BGE_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064DVO;0.0;0.0;PJM.COMED_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064DVP;0.0;0.0;PJM.COMED_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EJJ;0.0;0.0;PJM.JCPL_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064ERM;0.0;1.6;PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064ERN;0.0;1.9;PJM.N ILLINOIS HUB_mo_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EUY;0.0;2.9;PJM.PECO_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EUZ;0.0;3.1;PJM.PECO_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EVG;0.0;0.0;PJM.PEPCO_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EVH;0.0;0.0;PJM.PEPCO_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EWU;7.0;0.0;PJM.PPL_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EWV;5.9;0.0;PJM.PPL_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EXE;1.9;0.0;PJM.PSEG_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064EXF;1.5;0.0;PJM.PSEG_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FHK;0.0;2.5;PJM.WESTERN HUB_month_on_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FHL;0.0;1.4;PJM.WESTERN HUB_month_off_dap - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FKA;0.0;1.0;PJM.AEP-DAYTON HUB_mo_on_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FKB;0.0;0.2;PJM.AEP-DAYTON HUB_mo_off_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FKC;0.0;5.3;PJM.N ILLINOIS HUB_mo_on_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FKD;0.0;5.9;PJM.N ILLINOIS HUB_mo_off_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FKE;1351;2205;PJM.WESTERN HUB_month_on_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FKF;1106;157;PJM.WESTERN HUB_month_off_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FOK;2225;100;ERCOT.HB_NORTH_month_on_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064FOL;2025;100;ERCOT.HB_NORTH_month_off_rtp - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-064IBM;13.8;0.0;ERCOT North 345KV Hub RT 7x16 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-075651;1547;5114;PALLADIUM - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-076651;19473;18411;PLATINUM - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-084691;34944;28880;SILVER - COMMODITY EXCHANGE INC.
2023                                                                         2023-02-07;Code-088691;133354;54515;GOLD - COMMODITY EXCHANGE INC.
2023                                                                         2023-02-07;Code-085692;65143;48169;COPPER- #1 - COMMODITY EXCHANGE INC.
2023                                                                         2023-02-07;Code-191691;88;120;ALUMINUM - COMMODITY EXCHANGE INC.
2023                                                                         2023-02-07;Code-191693;0.0;1.0;ALUMINUM MWP - COMMODITY EXCHANGE INC.
2023                                                                         2023-02-07;Code-191696;0.0;0.0;ALUMINIUM EURO PREM DUTY-PAID - COMMODITY EXCHANGE INC.
2023                                                                         2023-02-07;Code-192651;1217;7379;STEEL-HRC - COMMODITY EXCHANGE INC.
2023                                                                         2023-02-07;Code-058643;604;262;RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-058644;0.0;0.0;LUMBER - CHICAGO MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-0063CC;0.0;0.0;NJ SRECS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063CH;14.4;0.0;PJM TRI-RECs CLASS 1 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063CU;4.7;0.0;CALIF LOW CARBON FSC-OPIS - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063CW;0.0;35.5;D6 RINs OPIS CURRENT YEAR - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DA;0.0;0.0;PA SOLAR ALTER ENERGY CREDIT - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DB;4700;3300;CALIF CARBON CURRENT AUCTION - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DK;0.0;0.0;CT RECs CLASS 1 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DL;0.0;0.0;MASS COMPLIANCE RECs CLASS 1 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DM;0.0;9.7;MARYLAND COMPLIANCE REC TIER1 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DN;0.0;0.0;MARYLAND SOLAR REC - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DQ;0.0;0.0;NEPOOL DUAL RECs CLASS 1 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DT;0.0;10.7;PA COMPLIANCE AECs TIER1 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063DX;86995;16250;CALIF CARBON 23 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063E2;2099;458;CALIF CARBON ALLOWANCE V2024 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-0063E6;10630;5807;RGGI V2023 - ICE FUTURES ENERGY DIV
2023                                                                         2023-02-07;Code-00665T;4139;269;CBL NATURE GLOBAL EMISSIONS - NEW YORK MERCANTILE EXCHANGE
2023                                                                         2023-02-07;Code-006NFG;0.4;0.0;TX GREEN-E REC V23 FRONT HALF - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-006NFH;3.2;0.0;TX GREEN-E REC V24 FRONT HALF - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-006NFJ;2.2;0.0;TX GREEN-E REC V25 FRONT HALF - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-006NG1;0.0;0.0;TX GREEN-E REC V22 BACK HALF - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-006NG2;0.6;0.0;TX GREEN-E REC V23 BACK HALF - NODAL EXCHANGE
2023                                                                         2023-02-07;Code-006NG3;7.3;0.0;TX GREEN-E REC V24 BACK HALF - NODAL EXCHANGE
